League,Team,Player,URL
LaLiga,Almería,,
LaLiga,Athletic Bilbao,Head of medical services,https://en.wikipedia.org/wiki/Athletic_Bilbao
LaLiga,Athletic Bilbao,Director of football,https://en.wikipedia.org/wiki/Athletic_Bilbao
LaLiga,Athletic Bilbao,Sports therapist,https://en.wikipedia.org/wiki/Athletic_Bilbao
LaLiga,Athletic Bilbao,Match delegate,https://en.wikipedia.org/wiki/Athletic_Bilbao
LaLiga,Atlético Madrid,,
LaLiga,Barcelona,SecretaryDirector Responsible for Basketball,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Director Responsible for Security,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Vice PresidentDirector Responsible for Social Area,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Director Responsible for Women's Football,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Director Responsible for Handball,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,First Vice PresidentDirector Responsible for Sporting AreaDirector of the Barça Foundation,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Director Responsible for Youth Football,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Institutional Vice President,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Director Responsible for Rink Hockey,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Director Responsible for Futsal,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Board members,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,President of Barça Atlètic,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Vice PresidentDirector Responsible for Marketing Area,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Director Responsible for Social Area,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Barcelona,Director Assistant to the Delegate Counsellor,https://en.wikipedia.org/wiki/Barcelona_F.C.
LaLiga,Celta Vigo,'Fundación Celta' director,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Carmen Avendaño,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Vladimir Gudelj,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Financial director,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Pedro Posada,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,José Fernando Rodilla,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Security director,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Commercial director,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Vice presidents,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Board of directors,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Academy director,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Aleksandr Mostovoi,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Business development director,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Marketing director,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Primitivo Ferro,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Celta Vigo,Managing director,https://en.wikipedia.org/wiki/Celta_Vigo
LaLiga,Cádiz,,
LaLiga,Getafe,Social media director,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Financial director,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Sporting director,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Communication director,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Financial treasurer,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,General director,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Academy director,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Second vice president,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Academy coordinator,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Marketing director,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,First vice president,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Vice secretary,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Getafe,Administration and operations director,https://en.wikipedia.org/wiki/Getafe_FC
LaLiga,Girona,Roger Solé,https://en.wikipedia.org/wiki/Girona_F.C.
LaLiga,Girona,Ingo Bank,https://en.wikipedia.org/wiki/Girona_F.C.
LaLiga,Girona,Chief executive officer,https://en.wikipedia.org/wiki/Girona_F.C.
LaLiga,Girona,John MacBeath,https://en.wikipedia.org/wiki/Girona_F.C.
LaLiga,Girona,Board members,https://en.wikipedia.org/wiki/Girona_F.C.
LaLiga,Girona,Simon Cliff,https://en.wikipedia.org/wiki/Girona_F.C.
LaLiga,Girona,Secretary of the Board,https://en.wikipedia.org/wiki/Girona_F.C.
LaLiga,Granada,,
LaLiga,Las Palmas,,
LaLiga,Mallorca,Puig Major,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Serra de Tramuntana,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Puig de l'Ofre,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Puig de Massanella,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Puig de sa Font,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Puig des Teix,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Puig de sa Rateta,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Puig Tomir,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Puig de Galatzó,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Mallorca,Puig d'en Galileu,https://en.wikipedia.org/wiki/Mallorca
LaLiga,Osasuna,,
LaLiga,Rayo Vallecano,Jul 1978 – Jun 1979,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun 1975 – Feb 1976,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Nov 1983 – Jun 1984,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,July 1969 – Feb 1971,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun 1979 – Feb 1980,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb – Jun 1976,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Nov 1993 – Feb 1994,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jan 1973 – Jun 1974,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun – Oct 1995,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,July 1967 – June 1969,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 2012 – May 2016,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 1987 – Jan 1990,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Nov 1994 – Jun 1995,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Dec 1981 – Jun 1982,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 1976 – Jun 1977,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb – Jun 1980,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Oct 1995 – Apr 1996,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun 1974 – Jun 1975,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 1990 – Feb 1992,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun 1982 – Jun 1983,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb – Jun 2010,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun 2004 – Jun 2005,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 2023 – Feb 2024,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Mar 2019 – Aug 2020,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Mar – Jun 1997,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 1972 – Jan 1973,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb 1971 – Jun 1972,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jan – Jun 1990,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Apr – Jun 2003,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb – Jun 2004,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 2005 – Jun 2006,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb – Apr 2003,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb 1992 – Jun 1993,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun 1980 – Dec 1981,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Nov 2016 – Feb 2017,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul – Nov 1993,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun – Nov 2016,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Nov 2003 – Feb 2004,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun 2006 – Feb 2010,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul – Nov 1983,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb – Mar 1997,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul – Oct 2001,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb 2017 – Mar 2019,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun – Nov 2003,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Feb – Nov 1994,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,July 1996 – Feb 1997,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Oct 2001 – Jun 2002,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 2010 – Jun 2012,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,July 2002 – Jan 2003,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jun 1977 – Jun 1978,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Rayo Vallecano,Jul 1998 – Jun 2001,https://en.wikipedia.org/wiki/Rayo_Vallecano
LaLiga,Real Betis,,
LaLiga,Real Madrid,,
LaLiga,Real Sociedad,,
LaLiga,Sevilla,1 July 2011 – 6 February 2012,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,23 June 1920 – 15 June 1921,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,7 September 1942 – 5 May 1948,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,27 September 2010 – 30 June 2011,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,5 December 1941 – 7 September 1942,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,19 July 1957 – 19 August 1961,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,14 October 1905 – 25 October 1908,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,4 June 2019 – 5 October 2022,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,14 February 1996 – 15 May 1997,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,5 May 1948 – 28 October 1956,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,28 October 1956 – 19 July 1957,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,7 February 1984 – 23 April 1984,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,23 April 1984 – 7 May 1984,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,2 June 1984 – 29 June 1986,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,January 1996 – June 1996,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,13 May 1922 – 16 May 1923,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,23 July 1963 – 4 May 1966,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,29 October 1990 – 5 August 1995,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,6 October 2022 – 21 March 2023,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,7 February 2012 – 14 January 2013,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,1 July 2024 – 13 April 2025,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,9 December 2013 – 31 December 2023,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,October 1995 – January 1996,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,10 February 2000 – 27 May 2003,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,21 March 2023 – 8 October 2023,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,27 May 2003 – 9 December 2013,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,27 May 2017 – 22 December 2017,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,13 April 2025 – 31 May 2025,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,18 December 2023 – 30 June 2024,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,7 May 1984 – 2 June 1984,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,February 1997,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,January 1999 – March 2000,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,11 December 1972 – 7 February 1984,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,October 1997 – December 1997,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,14 January 2013 – 12 June 2016,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,29 June 1986 – 19 September 1990,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,January 1998,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,March 2000 – May 2000,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,25 March 2010 – 26 September 2010,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,18 December 1912 – 27 June 1914,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,19 August 1961 – 23 July 1963,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,1 July 1996 – 11 February 1997,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,27 October 2007 – 23 March 2010,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,4 May 1966 – 21 June 1966,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,19 September 1990 – 29 October 1990,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,14 June 1925 – 16 February 1932,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,31 December 2023 – present,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,16 February 1932 – 5 December 1941,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,February 1997 – October 1997,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,27 June 2016 – 20 May 2017,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,1 July 2000 – 30 June 2005,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,15 June 1921 – 13 May 1922,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,January 1998 – January 1999,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,1 July 2005 – 26 October 2007,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,10 October 1995 – 14 February 1996,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,30 December 2017 – 28 April 2018,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,5 August 1995 – 10 October 1995,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,25 January 1890 – 14 October 1905,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,16 June 2025 –,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,27 June 1914 – 23 June 1920,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,21 June 1966 – 22 August 1968,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,28 April 2018 – 24 May 2018,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,15 May 1997 – 10 February 2000,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,15 March 2019 – 22 May 2019,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,Technical assistant,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,25 October 1908 – 18 December 1912,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,16 May 1923 – 14 June 1925,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,28 May 2018 – 15 March 2019,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,10 October 2023 – 16 December 2023,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Sevilla,22 August 1968 – 11 December 1972,https://en.wikipedia.org/wiki/Sevilla_F.C.
LaLiga,Valencia,Ronald Koeman,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Luis Casas Pasarín,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Edmundo Suárez,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Ramón Encinas Dios,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Claudio Ranieri,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Alejandro Scopelli,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Jacinto Quincoces,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Bernardino Pérez,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Roberto Soldado,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Alfredo Di Stéfano,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Rafael Benítez,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Geoffrey Kondogbia,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Domingo Balmanya,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Héctor Cúper,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Eduardo Cubells,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Enzo Pérez,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Technical director,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Chief of medical services,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Valencia,Chief of kit man,https://en.wikipedia.org/wiki/Valencia_F.C.
LaLiga,Villarreal,,
Ligue1,Clermont,,
Ligue1,Lens,,
Ligue1,Lille,,
Ligue1,Lorient,2 July 2024 –,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,1 July 2022 – 22 June 2024,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,8 November 2016 – 29 May 2017,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,25 May 2014 – 23 October 2016,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,1 July 1991 – 30 June 2001,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,1 July 2001 – 1 December 2001,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,29 May 2019 – 25 June 2022,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,30 May 2017 – 28 May 2019,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,1 July 2001 – 30 June 2003,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lorient,1 July 2003 – 25 May 2014,https://en.wikipedia.org/wiki/Lorient_FC
Ligue1,Lyon,Aimé Mignot,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Bafétimbi Gomis,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Serge Chiesa,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Anthony Lopes,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Anthony Réveillère,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Sonny Anderson,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Fleury Di Nallo,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Bernard Lacombe,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Head of Medical,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Data analysts,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Sidney Govou,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Nestor Combin,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Video analysts,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Alexandre Lacazette,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Yves Chauveau,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Lyon,Grégory Coupet,https://en.wikipedia.org/wiki/Lyon_F.C.
Ligue1,Marseille,,
Ligue1,Metz,Physical trainer,https://en.wikipedia.org/wiki/Metz_FC
Ligue1,Metz,Head doctors,https://en.wikipedia.org/wiki/Metz_FC
Ligue1,Monaco,Shabani Nonda,https://en.wikipedia.org/wiki/Monaco_F.C.
Ligue1,Montpellier,,
Ligue1,Nantes,,
Ligue1,Nice,,
Ligue1,Paris Saint-Germain,Corporate communications officer,https://en.wikipedia.org/wiki/Paris_Saint-Germain
Ligue1,Paris Saint-Germain,Brand officer,https://en.wikipedia.org/wiki/Paris_Saint-Germain
Ligue1,Paris Saint-Germain,Deputy director of football,https://en.wikipedia.org/wiki/Paris_Saint-Germain
Ligue1,Paris Saint-Germain,First team communications officer,https://en.wikipedia.org/wiki/Paris_Saint-Germain
Ligue1,Paris Saint-Germain,Video analyst,https://en.wikipedia.org/wiki/Paris_Saint-Germain
Ligue1,Paris Saint-Germain,Secretary general,https://en.wikipedia.org/wiki/Paris_Saint-Germain
Ligue1,Paris Saint-Germain,Revenue officer,https://en.wikipedia.org/wiki/Paris_Saint-Germain
Ligue1,Paris Saint-Germain,Football Advisor,https://en.wikipedia.org/wiki/Paris_Saint-Germain
Ligue1,Reims,,
Ligue1,Rennes,,
Ligue1,Strasbourg,,
Ligue1,Toulouse,,
MLB,Arizona Diamondbacks,,
MLB,Atlanta Braves,"9, 15",https://en.wikipedia.org/wiki/Atlanta_Braves
MLB,Atlanta Braves,"11, 48",https://en.wikipedia.org/wiki/Atlanta_Braves
MLB,Atlanta Braves,"5, 9",https://en.wikipedia.org/wiki/Atlanta_Braves
MLB,Baltimore Orioles,"3, 10",https://en.wikipedia.org/wiki/Baltimore_Orioles
MLB,Baltimore Orioles,"3, 7",https://en.wikipedia.org/wiki/Baltimore_Orioles
MLB,Baltimore Orioles,"9, 16",https://en.wikipedia.org/wiki/Baltimore_Orioles
MLB,Baltimore Orioles,"13, 29, 59",https://en.wikipedia.org/wiki/Baltimore_Orioles
MLB,Baltimore Orioles,"22, 48",https://en.wikipedia.org/wiki/Baltimore_Orioles
MLB,Boston Red Sox,Rafael Devers,Manual Data
MLB,Boston Red Sox,Masataka Yoshida,Manual Data
MLB,Boston Red Sox,Alex Verdugo,Manual Data
MLB,Boston Red Sox,Justin Turner,Manual Data
MLB,Boston Red Sox,Triston Casas,Manual Data
MLB,Boston Red Sox,Connor Wong,Manual Data
MLB,Boston Red Sox,Reese McGuire,Manual Data
MLB,Boston Red Sox,Pablo Reyes,Manual Data
MLB,Boston Red Sox,Rob Refsnyder,Manual Data
MLB,Boston Red Sox,Jarren Duran,Manual Data
MLB,Boston Red Sox,Ceddanne Rafaela,Manual Data
MLB,Boston Red Sox,Wilyer Abreu,Manual Data
MLB,Chicago Cubs,,
MLB,Chicago White Sox,,
MLB,Cincinnati Reds,,
MLB,Cleveland Guardians,,
MLB,Colorado Rockies,"9, 14",https://en.wikipedia.org/wiki/Colorado_Rockies
MLB,Detroit Tigers,"5, 20",https://en.wikipedia.org/wiki/Detroit_Tigers
MLB,Detroit Tigers,"7, 26",https://en.wikipedia.org/wiki/Detroit_Tigers
MLB,Detroit Tigers,"15, 21",https://en.wikipedia.org/wiki/Detroit_Tigers
MLB,Detroit Tigers,"21, 30",https://en.wikipedia.org/wiki/Detroit_Tigers
MLB,Detroit Tigers,"14, 15",https://en.wikipedia.org/wiki/Detroit_Tigers
MLB,Houston Astros,Yordan Alvarez,Manual Data
MLB,Houston Astros,Kyle Tucker,Manual Data
MLB,Houston Astros,Jose Altuve,Manual Data
MLB,Houston Astros,Alex Bregman,Manual Data
MLB,Houston Astros,Jeremy Peña,Manual Data
MLB,Houston Astros,Chas McCormick,Manual Data
MLB,Houston Astros,Martín Maldonado,Manual Data
MLB,Houston Astros,Yainer Diaz,Manual Data
MLB,Houston Astros,Mauricio Dubón,Manual Data
MLB,Houston Astros,Jake Meyers,Manual Data
MLB,Houston Astros,Corey Julks,Manual Data
MLB,Houston Astros,Grae Kessinger,Manual Data
