League,Team,Player,URL
NHL,Washington Capitals,Dave Christian,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,T. J. Oshie*,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Mike Ridley,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Calle Johansson,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Mike Gartner,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Alexander Semin,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Peter Bondra,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Dale Hunter,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Bobby Carpenter,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Michal Pivonka,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Evgeny Kuznetsov,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,Nicklas Backstrom*,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Washington Capitals,John Carlson*,https://en.wikipedia.org/wiki/Washington_Capitals
NHL,Winnipeg Jets,Vyacheslav Kozlov,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Nikolaj Ehlers*,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Tobias Enstrom,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Dustin Byfuglien,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Josh Morrissey*,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Kyle Connor*,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Bryan Little,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Ilya Kovalchuk,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Mark Scheifele*,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Blake Wheeler,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Patrik Laine,https://en.wikipedia.org/wiki/Winnipeg_Jets
NHL,Winnipeg Jets,Andrew Ladd,https://en.wikipedia.org/wiki/Winnipeg_Jets
NPB,Chiba Lotte Marines,,
NPB,Fukuoka SoftBank Hawks,2004& 2012,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,1991& 2009,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,1962& 1966,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,1994& 2007,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,2003& 2016,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,1998& 2003,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,1970& 1991,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,2007& 2014,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,2002& 2013,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,2000& 2017,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,2012& 2012,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Fukuoka SoftBank Hawks,1988& 1993,https://en.wikipedia.org/wiki/Fukuoka_SoftBank_Hawks
NPB,Hanshin Tigers,Tsuguo Goto,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Minoru Murayama,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Masayasu Kaneda,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Kyuji Fujikawa,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Ichiro Kishi,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Tadashi Wakabayashi,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Katsuhiro Nakamura,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Osaka Tigers and Hanshin Tigers,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Motoo Andoh,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Katsuya Nomura,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Akinobu Mayumi,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Taira Fujita,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Yoshio Tanaka,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Akinobu Okada,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Akihiro Yano,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Don Blasingame,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Shigeo Mori,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Shuichi Ishimoto,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Fumio Fujimura,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Tomoaki Kanemoto,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Futoshi Nakanishi,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Shigeru Sugishita,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Sadayoshi Fujimoto,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Yutaka Wada,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Kenjiro Matsuki,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Yoshio Yoshida,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hanshin Tigers,Senichi Hoshino,https://en.wikipedia.org/wiki/Hanshin_Tigers
NPB,Hiroshima Toyo Carp,Shuichi Ishimoto,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Koji Yamamoto,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Koichi Ogata,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Katsuya Morinaga,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Shinji Sasaoka,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Rikuo Nemoto,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Joe Lutz,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Takahiro Arai,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Masato Monzen,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Kenjiro Nomura,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Toshiyuki Mimura,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Mitsuo Tatsukawa,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Katsumi Shiraishi,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Ryohei Hasegawa,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Marty Leo Brown,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Takeshi Koba,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hiroshima Toyo Carp,Junro Anan,https://en.wikipedia.org/wiki/Hiroshima_Toyo_Carp
NPB,Hokkaido Nippon-Ham Fighters,,
NPB,Orix Buffaloes,,
NPB,Saitama Seibu Lions,Hatsuhiko Tsuji,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Orestes Destrade,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Kimiyasu Kudoh,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Osamu Higashio,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Steve Ontiveros,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Tsutomu Ito,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Koji Akiyama,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Hisanobu Watanabe,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Taigen Kaku,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Hiromichi Ishige,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Kazuhiro Kiyohara,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Saitama Seibu Lions,Terry Whitfield,https://en.wikipedia.org/wiki/Saitama_Seibu_Lions
NPB,Tohoku Rakuten Golden Eagles,,
NPB,Tokyo Yakult Swallows,Hiromu Matsuoka,https://en.wikipedia.org/wiki/Tokyo_Yakult_Swallows
NPB,Tokyo Yakult Swallows,Masanori Ishikawa,https://en.wikipedia.org/wiki/Tokyo_Yakult_Swallows
NPB,Tokyo Yakult Swallows,Masaichi Kaneda,https://en.wikipedia.org/wiki/Tokyo_Yakult_Swallows
NPB,Tokyo Yakult Swallows,Gen'ichi Murata,https://en.wikipedia.org/wiki/Tokyo_Yakult_Swallows
NPB,Tokyo Yakult Swallows,Takao Obana,https://en.wikipedia.org/wiki/Tokyo_Yakult_Swallows
NPB,Yokohama BayStars,,
NPB,Yokohama DeNA BayStars,,
NPB,Yomiuri Giants,Victor Starffin,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Tsuneo Horiuchi,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Tetsuharu Kawakami,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Yoshinobu Takahashi,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Tatsunori Hara,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Masaki Saito,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Kazunori Shinozuka,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Masumi Kuwata,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Hideo Fujimoto,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Kunio Jonouchi,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Isao Shibata,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Osamu Mihara,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Shigeru Chiba,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Hayato Sakamoto,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Sadaharu Oh,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Haruyasu Nakajima,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Suguru Egawa,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Shigeo Nagashima,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Sadayoshi Fujimoto,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Teruzo Nakao,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Shinnosuke Abe,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Shigeru Mizuhara,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Hiromi Makihara,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Takehiko Bessho,https://en.wikipedia.org/wiki/Yomiuri_Giants
NPB,Yomiuri Giants,Motoshi Fujita,https://en.wikipedia.org/wiki/Yomiuri_Giants
PDC,PDC,,
SerieA,Atalanta,,
SerieA,Bologna,Emilio Arnstein,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Giuseppe Galluzzi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Filippo Inzaghi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Marco Pavignani,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Renzo Ulivieri,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Match analyst,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Raffaele Sansone,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Edmund Crawford,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Harald Nielsen,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Massimo Zanetti,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Francesco Guidolin,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Piero Gnudi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Alexander Popovic,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Aldo Campatelli,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Albano Guaraldi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Oronzo Pugliese,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Alfredo Foni,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Raimondo Venturi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Gustavo Giagnoni,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Luigi Goldoni,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Gianni Bonaveri,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Federico Allasio,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Luis Carniglia,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Technical CommissionPietro GenovesiBernardo PerinAngelo Schiavio,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Antonio Turri,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Giuseppe Viani,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Alberto Malesani,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Alfredo Cazzola,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,György Sárosi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Pio Borghesani,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Luigi Maifredi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,József Viola,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Domenico Gori,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Paolo Carosi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Sergio Porcedda,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Francesca Menarini,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Paolo Magnani,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Renato Cipollini,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Technical CommissionPietro GenovesiAngelo Schiavio,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Thiago Motta,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Sergio Buso,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Enrico Masetti,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Luca Cecconi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Gyula Lelovics,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Angelo Sbarberi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Cesare Medica,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Edoardo Reja,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Carlo Nervo,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Bruno Pesaola,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Ljubo Benčić,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Giuseppe Brizzi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Bruno Pace,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Francesco Scoglio,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Data analyst,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Aldo Cerantola,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Sporting director,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Manlio Scopigno,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Giuseppe Gazzoni Frascara,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Hermann Felsner,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Delio Rossi,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Giuseppe Papadopulo,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Siniša Mihajlović,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Tony Cargnelli,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Tommaso Fabbretti,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Francesco Liguori,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Nello Santin,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Ruggero Murè,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Oronzo PuglieseCesarino Cervellati,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Stefano Pioli,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,"Luigi ""Gino"" Corioni",https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Mario Montesanto,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Giovan Battista Fabbri,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Pierpaolo Bisoli,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Alberto Zaccheroni,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Marino Perani,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Diego López,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Joey Saputo,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Luciano Conti,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,József Nagy,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Eugenio Bersellini,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Andrea Mandorlini,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Joe Tacopina,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Carlo Mazzone,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Technical director,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Lajos Kovács,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Alfredo Magni,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Nedo Sonetti,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Tarcisio Burgnich,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Team doctor,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Fulvio Bernardini,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Achille Gama,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Rodolfo Minelli,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Louis Rauch,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Head of medical,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Roberto Donadoni,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Giancarlo Cadé,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Luigi Radice,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Davide Ballardini,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Luca Vigiani,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Cesarino Cervellati,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Franco Colomba,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Edmondo Fabbri,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Paolo Graziani,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Renato Dall'Ara,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Filippo Montanari,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Romano Fogli,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Árpád Weisz,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Daniele Arrigoni,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Vincenzo Italiano,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Vincenzo Guerini,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Bologna,Arturo Gazzoni,https://en.wikipedia.org/wiki/Bologna_F.C.
SerieA,Cagliari,,
SerieA,Empoli,Club doctor,https://en.wikipedia.org/wiki/Empoli_F.C.
SerieA,Empoli,Head of medical staff,https://en.wikipedia.org/wiki/Empoli_F.C.
SerieA,Empoli,Technical collaborator,https://en.wikipedia.org/wiki/Empoli_F.C.
SerieA,Empoli,Match analyst,https://en.wikipedia.org/wiki/Empoli_F.C.
SerieA,Fiorentina,,
SerieA,Frosinone,,
SerieA,Genoa,,
SerieA,Hellas Verona,Luca Toni,https://en.wikipedia.org/wiki/Hellas_Verona
SerieA,Inter Milan,Enea Masiero,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Carlo De Medici,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Ernesto Torrusio,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Giuseppe Visconti di Modrone,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Giovanni Trapattoni,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Walter Mazzarri,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Giuseppe Peruchetti Italo Zamberletti,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Fitness data analyst,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Match analyst,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Luigi Ansbacher,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Bob Spottiswood,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Rafael Benítez,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Aldo Olivieri,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Aldo Campatelli,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Ivo Fiorentini,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Alfredo Foni,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Giorgio Hulss,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Armando Castellazzi,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Corrado Verdelli,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Jesse Carver,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Nino Nutrizio,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Luciano Spalletti,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Physiotherapists coordinator,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Helenio Herrera,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Enrico Olivetti,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,József Viola,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Giacinto Facchetti,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Carlo Carcano,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Angelo Moratti,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Paolo Schiedler,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Giuseppe Chiappella,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Giulio Cappelli,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Nino Resegotti  Francesco Mauro,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Steven Zhang,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Ferdinando Pozzani,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Corrado Orrico,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Giovanni Paramithiotti,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Carlo Masseroni,https://en.wikipedia.org/wiki/Inter_Milan
SerieA,Inter Milan,Roberto Mancini,https://en.wikipedia.org/wiki/Inter_Milan
